movie_id,title,director_name,writer_name,country
Life_with_Mikey,Life with Mikey,James Lapine,Marc Lawrence (filmmaker),United States
Lifeboat_(film),Lifeboat,Alfred Hitchcock,Jo Swerling,United States
Lifeforce_(film),Lifeforce,Tobe Hooper,Dan O'Bannon,United States
Lifeguard_(film),Lifeguard,Daniel Petrie,NOT_FOUND,United States
Lifeline_(film),Lifeline,Johnnie To,Yau Nai-hoi,Hong Kong
Lifepod,Lifepod,Ron Silver,NOT_FOUND,United States
Lifepod_(1981_film),Lifepod,Bruce Bryant,"Bruce Bryant , Carol Johnsen",United States
Lifted_(2006_film),Lifted,Gary Rydstrom,Gary Rydstrom,United States
Lifted_(2011_film),Lifted,Lexi Alexander,Lexi Alexander,United_States
Light_Blast,Light Blast,Enzo G. Castellari,Enzo G. Castellari,Italy
Light_It_Up_(film),Light It Up,Craig Bolotin,Craig Bolotin,United States
Light_Years_(2015_film),Light Years,Esther Campbell,Esther Campbell,United Kingdom
Light_Years_Away,Light Years Away,Alain Tanner,Alain Tanner,France|Switzerland
Light_in_the_Piazza_(film),Light in the Piazza,Guy Green (filmmaker),Julius J. Epstein,United States
Light_of_Day,Light of Day,Paul Schrader,Paul Schrader,United States
Light_of_My_Eyes,Light of My Eyes,Giuseppe Piccioni,NOT_FOUND,NOT_FOUND
Lightnin'_(1930_film),Lightnin',Henry King (director),S. N. Behrman|Sonya Levien,United States
Lightnin'_(film),Lightnin',John Ford,Frances Marion|Winchell Smith|Frank Bacon (actor),United States
Lightning_Bolt_(film),Lightning Bolt,Antonio Margheriti,Alfonso Balcázar,"*Italy
*Spain"
Lightning_Bug_(film),Lightning Bug,Robert Green Hall,Robert Green Hall,United States
Lightning_Jack,Lightning Jack,Simon Wincer,Paul Hogan,United States|Australia
Lightning_Over_Water,Lightning Over Water,Nicholas Ray|Wim Wenders,Nicholas Ray|Wim Wenders,West Germany|Sweden
Lightning_Strikes_Twice_(1934_film),Lightning Strikes Twice,Ben Holmes,John Grey (screenwriter)|Joseph A. Fields,United States
Lightning_Strikes_Twice_(1951_film),Lightning Strikes Twice,King Vidor,Lenore J. Coffee,United States
Lights_Out_(1953_film),Lights Out,NOT_FOUND,NOT_FOUND,Brazil
Lights_Out_(2010_film),Lights Out,Fabrice Gobert,Fabrice Gobert,France
Lights_Out_(2013_film),Lights Out,David F. Sandberg,David F. Sandberg,Sweden
Lights_Out_(2016_film),Lights Out,David F. Sandberg,Eric Heisserer,United States
Lights_in_the_Dusk,Lights in the Dusk,Aki Kaurismäki,Aki Kaurismäki,Cinema_of_Germany|Cinema_of_Finland|Cinema_of_France
Lights_of_New_York_(1916_film),Lights of New York,Van Dyke Brooke,NOT_FOUND,United States
Lights_of_New_York_(1928_film),Lights of New York,Bryan Foy,Hugh Herbert,United States
Lightspeed_(film),Lightspeed,Don E. FauntLeRoy,Steve Latshaw|John Gray,United States
Like_Crazy,Like Crazy,Drake Doremus,Ben York Jones,United States
Like_Crazy_(2016_film),Like Crazy,Paolo Virzì,Francesca Archibugi|Paolo Virzì,Italy
Like_Dandelion_Dust,Like Dandelion Dust,Jon Gunn,NOT_FOUND,United States
"Like_Father,_Like_Son_(2013_film)","Like Father, Like Son",Hirokazu Koreeda,Hirokazu Koreeda,Japan
Like_Grains_of_Sand,Like Grains of Sand,Ryosuke Hashiguchi,Ryosuke Hashiguchi,Japan
Like_It_Is_(film),Like It Is,NOT_FOUND,NOT_FOUND,United Kingdom
Like_Mike,Like Mike,John Schultz (director),NOT_FOUND,NOT_FOUND
Like_Mike_2:_Streetball,Like Mike 2: Streetball,David Nelson,NOT_FOUND,United States
Like_Minds,Like Minds,Gregory J. Read,Gregory J. Read,Australia
Like_Rabid_Dogs,Like Rabid Dogs,Mario Imperoli,Piero Regnoli|Mario Imperoli,NOT_FOUND
Like_Someone_in_Love_(film),Like Someone in Love,Abbas Kiarostami,Abbas Kiarostami,Japan|France
"Like_Sunday,_Like_Rain","Like Sunday, Like Rain",Frank Whaley,Frank Whaley,United States
Like_Water_for_Chocolate_(film),Like Water for Chocolate,Alfonso Arau,Laura Esquivel,Mexico
Like_You_Know_It_All,Like You Know It All,Hong Sang-soo,Hong Sang-soo,South Korea
Like_a_Dragon,Like a Dragon,Takashi Miike,NOT_FOUND,Japan
Like_for_Likes,Like for Likes,Park Hyeon-jin,NOT_FOUND,South Korea
Lila_&_Eve,Lila & Eve,Charles Stone III,Patrick Gilfillan,United_States
Lila_Says,Lila Says,Ziad Doueiri,Ziad Doueiri,France
Lili,Lili,Charles Walters,Helen Deutsch|Paul Gallico,NOT_FOUND
Lili_(1918_film),Lili,Cornelius Hintner,Jenö Faragó,Hungary
Lili_Marleen_(film),Lili Marleen,Rainer Werner Fassbinder,Rainer Werner Fassbinder|Joshua Sinclair|Manfred Purzer|Lale Andersen,West Germany
Lilian's_Story,Lilian's Story,Jerzy Domaradzki,NOT_FOUND,Australia
Lilies_(film),Lilies,John Greyson,Linda Gaboriau|Michel Marc Bouchard,NOT_FOUND
Lilies_of_the_Field_(1924_film),Lilies of the Field,John Francis Dillon (director),Marion Fairfax,United_States
Lilies_of_the_Field_(1930_film),Lilies of the Field,Alexander Korda,John F. Goodrich|William J. Hurlbut,United States
Lilies_of_the_Field_(1963_film),Lilies of the Field,Ralph Nelson,James Poe|William Edmund Barrett,United States
Liliom_(1930_film),Liliom,Frank Borzage,Ferenc Molnár|S. N. Behrman|Sonya Levien,United States
Liliom_(1934_film),Liliom,Fritz Lang,Ferenc Molnár|Robert Liebmann|Bernard Zimmer,France
Lilith_(film),Lilith,Robert Rossen,Robert Rossen,United States
Lillian_Russell_(film),Lillian Russell,Irving Cummings,William Anthony McGuire,United States
Lilo_&_Stitch,Lilo & Stitch,Dean DeBlois|Chris Sanders,"* Chris Sanders
* Dean DeBlois",United States
Lilo_&_Stitch_2:_Stitch_Has_a_Glitch,Lilo & Stitch 2: Stitch Has a Glitch,Tony Leondis,Tony Leondis|Alexa Junge,United States
Lilting_(film),Lilting,Hong Khaou,Hong Khaou,United Kingdom
Lily_&_Kat,Lily & Kat,Micael Preysler,Megan Platts|Micael Preysler,United States
Limbo_(1972_film),Limbo,Mark Robson,NOT_FOUND,United States
Limbo_(1999_film),Limbo,John Sayles,John Sayles,United States
Limbo_(2004_film),Limbo,Thomas Ikimi,Thomas Ikimi,United States
Limbo_(2010_film),Limbo,NOT_FOUND,NOT_FOUND,Norway
Limelight_(1936_film),Limelight,Herbert Wilcox,Laura Whetter,United Kingdom
Limelight_(1952_film),Limelight,Charlie Chaplin,Charlie Chaplin,United_States
Limited_Partnership_(film),Limited Partnership,Thomas G. Miller,"* Thomas G. Miller
* Kirk Marcolina",United States
Limitless_(film),Limitless,Neil Burger,Leslie Dixon,United States
Lincoln_(film),Lincoln,Steven Spielberg,Tony Kushner,United_States
Linda_Linda_Linda,Linda Linda Linda,Nobuhiro Yamashita,Nobuhiro Yamashita,NOT_FOUND
Linda_Sara,Linda Sara,Jacobo Morales,Jacobo Morales,Puerto Rico
Line_Walker_(film),Line Walker,Jazz Boon,NOT_FOUND,"* Hong Kong
* China"
Line_of_Sight_(1960_film),Line of Sight,Jean-Daniel Pollet,Jean-Daniel Pollet,France
Lines_of_Wellington,Lines of Wellington,Valeria Sarmiento,NOT_FOUND,Portugal|France
Link_(film),Link,Richard Franklin (director),Everett De Roche,United Kingdom
Linsanity_(film),Linsanity,Evan Jackson Leong,NOT_FOUND,United States
Lion's_Den_(1988_film),Lion's Den,John Ottman|Bryan Singer,Bryan Singer,United States
Lion's_Den_(2008_film),Lion's Den,Pablo Trapero,NOT_FOUND,Spain|South Korea|Argentina|Brazil
Lion_(2006_film),Lion,Joshiy,Udayakrishna-Siby K. Thomas,India
Lion_(2014_film),Lion,Simon P. Edwards,NOT_FOUND,United Kingdom
Lion_(2015_film),Lion,Satyadev,Satyadev,India
Lion_(2016_film),Lion,Garth Davis,Luke Davies,"*  Australia 
*  United States 
*  United Kingdom"
Lioness_(film),Lioness,Meg McLagan|Daria Sommers,NOT_FOUND,United States
Lionheart_(1987_film),Lionheart,Franklin J. Schaffner,Menno Meyjes|Richard Outten,NOT_FOUND
Lionheart_(1990_film),Lionheart,Sheldon Lettich,Jean-Claude Van Damme|Sheldon Lettich,United States
Lions_for_Lambs,Lions for Lambs,Robert Redford,Matthew Michael Carnahan,United States
Lipstick_(1960_film),Lipstick,Damiano Damiani,NOT_FOUND,NOT_FOUND
Lipstick_(film),Lipstick,Lamont Johnson,David Rayfiel,United States
Lipstick_Under_My_Burkha,Lipstick Under My Burkha,Alankrita Shrivastava,NOT_FOUND,India
Liquid_Sky,Liquid Sky,Slava Tsukerman,Slava Tsukerman|Anne Carlisle,United States
Liquidation_(miniseries),Liquidation,Sergei Ursuliak,NOT_FOUND,Russia
Lisa_(1978_film),Lisa,Baby (director),NOT_FOUND,India
Lisa_(1990_film),Lisa,Gary Sherman (director),Gary Sherman (director),United States
Lisa_(2001_film),Lisa,Pierre Grimblat,NOT_FOUND,Switzerland|France
Lisa_Picard_Is_Famous,Lisa Picard is Famous,Griffin Dunne,Laura Kirk,United States
Lisbon_Story_(1946_film),Lisbon Story,Paul L. Stein,Jack Whittingham|Harry Parr Davies,United Kingdom
Lisbon_Story_(1994_film),Lisbon Story,Wim Wenders,Wim Wenders,Portugal
List_of_Digimon_films,Digimon: The Movie,Tatsuya Nagamine|Mamoru Hosoda|Tetsuji Nakamura,Ryota Yamaguchi|Jeff Nimoy|Bob Buchholz,Japan
List_of_RoboCop_video_games,RoboCop,NOT_FOUND,NOT_FOUND,NOT_FOUND
List_of_RoboCop_video_games,RoboCop 2,NOT_FOUND,NOT_FOUND,NOT_FOUND
List_of_RoboCop_video_games,RoboCop 3,NOT_FOUND,NOT_FOUND,NOT_FOUND
Listen_Up_Philip,Listen Up Philip,Alex Ross Perry,Alex Ross Perry,United States
Listen_to_Britain,Listen to Britain,Stewart McAllister|Humphrey Jennings,Stewart McAllister|Humphrey Jennings,United Kingdom
Listen_to_Me_(film),Listen to Me,Douglas Day Stewart,Jack Cummins|Daniel Arthur Wray|Douglas Day Stewart,United States
Listen_to_Me_Marlon,Listen to Me Marlon,Stevan Riley,Stevan Riley,United States
Listen_to_Your_Heart_(1983_film),Listen to Your Heart,Don Taylor (American actor and director),NOT_FOUND,United States
Listen_to_Your_Heart_(2010_film),Listen to Your Heart,Matt Thompson (entertainer),Kent Moran,United States
Listening_(film),Listening,Kenneth Branagh,Kenneth Branagh,United Kingdom
Lisztomania_(film),Lisztomania,Ken Russell,Ken Russell,United Kingdom
Little_Accidents,Little Accidents,Sara Colangelo,NOT_FOUND,United States
Little_Annie_Rooney_(1925_film),Little Annie Rooney,William Beaudine,Louis D. Lighton|Mary Pickford|Hope Loring,United_States
Little_Ashes,Little Ashes,Paul Morrison (director),Philippa Goslett,Spain
Little_Big_League,Little Big League,Andrew Scheinman,NOT_FOUND,United States
Little_Big_Man_(film),Little Big Man,Arthur Penn,Calder Willingham|Thomas Berger (novelist),United States
Little_Big_Master,Little Big Master,Adrian Kwan,NOT_FOUND,Hong Kong
Little_Big_Shot,Little Big Shot,Michael Curtiz,NOT_FOUND,United States
Little_Big_Shot_(1952_film),Little Big Shot,Jack Raymond,John Paddy Carstairs,United Kingdom
Little_Big_Soldier,Little Big Soldier,Ding Sheng (director),Jackie Chan,NOT_FOUND
Little_Black_Book,Little Black Book,Nick Hurran,NOT_FOUND,United States
Little_Boxes_(film),Little Boxes,Rob Meyer,Annie Howell,United States
Little_Boy_(film),Little Boy,Alejandro Monteverde,Alejandro Monteverde,United States|Mexico
Little_Boy_Lost_(1953_film),Little Boy Lost,George Seaton,George Seaton,United States
Little_Boy_Lost_(1978_film),Little Boy Lost,Terry Bourke,George Seaton|Terry Bourke,Australia
"Little_Brother,_Big_Trouble:_A_Christmas_Adventure","Little Brother, Big Trouble: A Christmas Adventure",Kari Juusonen|Jorgen Lerdam,Hannu Tuomainen|Marteinn Thorisson,Finland|Ireland|Denmark|Germany
Little_Buddha,Little Buddha,Bernardo Bertolucci,Mark Peploe|Rudy Wurlitzer,United Kingdom|Italy|France
Little_Caesar_(film),Little Caesar,Mervyn LeRoy,Francis Edward Faragoh|Darryl F. Zanuck|Robert Lord (screenwriter),United States
Little_Children_(film),Little Children,Todd Field,Tom Perrotta|Todd Field,United States
Little_City,Little City,Roberto Benabib,Roberto Benabib,United States
Little_Criminals_(film),Little Criminals,Stephen Surjik,Dennis Foon,Canada
Little_Darlings,Little Darlings,Ronald F. Maxwell,NOT_FOUND,United States
Little_Deaths_(film),Little Deaths,Simon Rumley,Simon Rumley,United_Kingdom
Little_Dieter_Needs_to_Fly,Little Dieter Needs to Fly,Werner Herzog,Werner Herzog,Germany
Little_Door_Gods,Little Door Gods,Gary Wang,NOT_FOUND,China
Little_Dorrit_(1920_film),Little Dorrit,Sidney Morgan,Sidney Morgan|Charles Dickens,United Kingdom
Little_Dorrit_(1924_film),Little Dorrit,A.W. Sandberg,Charles Dickens,Denmark
Little_Dorrit_(1934_film),Little Dorrit,Carl Lamac,Curt J. Braun|Charles Dickens,Germany
Little_Dorrit_(film),Little Dorrit,Christine Edzard,Christine Edzard,United Kingdom
Little_Fauss_and_Big_Halsy,Little Fauss and Big Halsy,Sidney J. Furie,Charles Eastman,United States
"Little_Fish,_Strange_Pond","Little Fish, Strange Pond",Gregory Dark,Robert Dean Klein,United States
Little_Fish_(film),Little Fish,Rowan Woods,Jacquelin Perske,Australia
Little_Fockers,Little Fockers,Paul Weitz (filmmaker),John Hamburg,United States
Little_Fugitive,Little Fugitive,Ruth Orkin|Morris Engel|Ray Ashley,Ruth Orkin|Morris Engel|Ray Ashley,United States
Little_Fugitive_(2006_film),Little Fugitive,Joanna Lipper,NOT_FOUND,United States
Little_Giant,Little Giant,William A. Seiter,Walter DeLeon|Paul Jarrico|Richard J. Collins,NOT_FOUND
Little_Giants,Little Giants,Duwayne Dunham,Robert Shallcross,NOT_FOUND
Little_Girl_in_Blue_Velvet,Little Girl in Blue Velvet,Alan Bridges,Alan Bridges,NOT_FOUND
Little_Italy_(film),Little Italy,Bruno Corbucci,Mario Amendola|Bruno Corbucci,NOT_FOUND
Little_Jerusalem_(film),Little Jerusalem,Karin Albou,Karin Albou,France
Little_Lili,Little Lili,Claude Miller,Anton Chekhov|Claude Miller,France
Little_Longnose,Little Longnose,Ilya Maksimov,Wilhelm Hauff,Russia
Little_Lord_Fauntleroy_(1914_film),Little Lord Fauntleroy,Floyd Martin Thornton,Frances Hodgson Burnett,United Kingdom
Little_Lord_Fauntleroy_(1921_film),Little Lord Fauntleroy,Jack Pickford|Alfred E. Green,Frances Hodgson Burnett|Bernard McConville,United States
Little_Lord_Fauntleroy_(1936_film),Little Lord Fauntleroy,John Cromwell (director),Hugh Walpole,United States
Little_Lord_Fauntleroy_(1980_film),Little Lord Fauntleroy,Jack Gold,Frances Hodgson Burnett,United Kingdom
Little_Malcolm,Little Malcolm,Stuart Cooper,David Halliwell,United Kingdom
Little_Man_(2005_film),little man,Nicole Conn,NOT_FOUND,United States
Little_Man_(2006_film),Little Man,Keenen Ivory Wayans,"* Keenen Ivory Wayans
* Marlon Wayans
* Shawn Wayans",United States
Little_Man_Tate,Little Man Tate,Jodie Foster,Scott Frank,United States
Little_Manhattan,Little Manhattan,Mark Levin (director)|Jennifer Flackett,Mark Levin (director)|Jennifer Flackett,United States
Little_Men_(1934_film),Little Men,Phil Rosen,Ken Goldsmith|Gertrude Orr,United States
Little_Men_(1940_film),Little Men,Norman Z. McLeod,Jack Wagner (screenwriter)|Arthur Caesar|Louisa May Alcott,United States
Little_Men_(2016_film),Little Men,Ira Sachs,Ira Sachs,United States
Little_Miss_Broadway,Little Miss Broadway,Irving Cummings,Jack Yellen,United States
Little_Miss_Broadway_(1947_film),Little Miss Broadway,Arthur Dreifuss,NOT_FOUND,USA
Little_Miss_Marker,Little Miss Marker,Alexander Hall,Gladys Lehman,United States
Little_Miss_Marker_(1980_film),Little Miss Marker,Walter Bernstein,Damon Runyon|Walter Bernstein,United States
Little_Miss_Sunshine,Little Miss Sunshine,Jonathan Dayton and Valerie Faris,Michael Arndt,United States
Little_Monsters,Little Monsters,Richard Alan Greenberg,Terry Rossio|Ted Elliott (screenwriter),United_States
Little_Moscow_(film),Little Moscow,Waldemar Krzystek,NOT_FOUND,Poland
Little_Mother_(1929_film),Little Mother,Robert F. McGowan,Robert A. McGowan|H. M. Walker,United States
Little_Mother_(1935_film),Little Mother,Henry Koster,Felix Jackson,Hungary|Austria
Little_Nellie_Kelly,Little Nellie Kelly,Norman Taurog,George M. Cohan,United States
Little_Nellie_Kelly_(musical),Little Nellie Kelly,NOT_FOUND,NOT_FOUND,NOT_FOUND
Little_Nemo:_Adventures_in_Slumberland,Little Nemo: Adventures in Slumberland,"* Masami Hata
* William Hurtz",Richard Outten|Chris Columbus (filmmaker),"* Japan
* United States"
Little_Nicholas,Little Nicholas,Laurent Tirard,Laurent Tirard|Alain Chabat,Belgium|France
Little_Nicky,Little Nicky,Steven Brill (scriptwriter),Adam Sandler|Steven Brill (scriptwriter)|Tim Herlihy,NOT_FOUND
Little_Nikita,Little Nikita,Richard Benjamin,Bo Goldman|John Hill (screenwriter),United States
Little_Odessa_(film),Little Odessa,James Gray (film director),James Gray (film director),United States
Little_Old_New_York,Little Old New York,Henry King (director),NOT_FOUND,United States
Little_Old_New_York_(1923_film),Little Old New York,Sidney Olcott,Luther Reed,United States
Little_Red_Flowers,Little Red Flowers,Zhang Yuan,Wang Shuo|Zhang Yuan,China
Little_Red_Riding_Hood_(1920_film),Little Red Riding Hood,Svatopluk Innemann,NOT_FOUND,Czechoslovakia
Little_Red_Riding_Hood_(1953_film),Little Red Riding Hood,Fritz Genschow,Wilhelm Grimm|Jacob Grimm|Fritz Genschow|Renée Stobrawa,West Germany
Little_Red_Riding_Hood_(1995_film),Little Red Riding Hood,Toshiyuki Hiruma Takashi,George Arthur Bloom|Charles Perrault|Brothers Grimm,United States]|Japan
Little_Red_Wagon,Little Red Wagon,David Anspaugh,Patrick Sheane Duncan,United States
Little_Richard_(film),Little Richard,Robert Townsend (actor),NOT_FOUND,United States
Little_Rose,Little Rose,NOT_FOUND,NOT_FOUND,Poland
Little_Secrets,Little Secrets,Blair Treu,Jessica Barondes,United States
Little_Shop_of_Horrors_(1986_film),Little Shop of Horrors,Frank Oz,Howard Ashman,United States
Little_Shop_of_Horrors_(musical),Little Shop of Horrors,NOT_FOUND,NOT_FOUND,NOT_FOUND
Little_Sister_(1921_film),Little Sister,Herbert Brenon,NOT_FOUND,Italy
Little_Sister_(1992_film),Little Sister,Jimmy Zeilinger,Jimmy Zeilinger,United States
Little_Sister_(2010_film),Little Sister,Richard Bowen,Richard Bowen,China
Little_Sister_(2016_film),Little Sister,Zach Clark,Zach Clark,United States
Little_Thirteen,Little Thirteen,Christian Klandt,Catrin Lüth,Germany
Little_Tough_Guy,Little Tough Guy,Harold Young (director),Gilson Brown|Brenda Weisberg,United States
Little_Tragedies_(1979_film),Little Tragedies,Mikhail Shveytser,Mikhail Shveytser|Alexander Pushkin,Soviet Union
Little_Vera,Little Vera,Vasili Pichul,Mariya Khmelik,Soviet Union
Little_Voice_(film),Little Voice,Mark Herman,Mark Herman,United Kingdom
Little_White_Lies_(1999_film),Little White Lies,Pauline Chan (Australian actress),Kee Young|Henry Tefay,Australia
Little_White_Lies_(2010_film),Little White Lies,Guillaume Canet,Guillaume Canet,France
Little_Wing_(film),Little Wing,Selma Vilhunen,Selma Vilhunen,Finland
Little_Witches,Little Witches,Jane Simpson,Dino Vindeni|Brian DiMuccio,United States
Little_Women_(1917_film),Little Women,Alexander Butler,Louisa May Alcott,United Kingdom
Little_Women_(1918_film),Little Women,Harley Knoles,NOT_FOUND,United States
Little_Women_(1933_film),Little Women,George Cukor,Sarah Y. Mason|Victor Heerman,United States
Little_Women_(1949_film),Little Women,Mervyn LeRoy,Andrew Solt|Sarah Y. Mason|Victor Heerman,United States
Little_Women_(1978_film),Little Women,David Lowell Rich,NOT_FOUND,United States
Little_Women_(1994_film),Little Women,Gillian Armstrong,Robin Swicord,United States
Little_World,Little World,Marcel Barrena,Adrià Cuatrecases|Víctor Correal|Marcel Barrena,Spain
Littlerock_(film),Littlerock,NOT_FOUND,NOT_FOUND,United States
Liv_(film),Liv,Pål Løkkeberg,Pål Løkkeberg|Vibeke Løkkeberg|Sverre Udnæs,Norway
Live!_(2007_film),Live!,Bill Guttentag,Bill Guttentag,United States
"Live,_Love_and_Learn","Live, Love and Learn",George Fitzmaurice,Richard Maibaum|Charles Brackett|Cyril Hume,United States
Live_(2014_film),Live,Noboru Iguchi,Noboru Iguchi,Japan
Live_Cargo,Live Cargo,Logan Sandler,Thymaya Payne,United States
Live_Flesh,Live Flesh,NOT_FOUND,NOT_FOUND,United Kingdom
Live_Flesh_(film),Live Flesh,Pedro Almodóvar,Ray Loriga|Pedro Almodóvar,Spain
Live_Forever:_The_Rise_and_Fall_of_Brit_Pop,Live Forever,NOT_FOUND,NOT_FOUND,United Kingdom
Live_Free_or_Die_(2000_film),Live Free or Die,Rose Rosenblatt|Marion Lipschutz,NOT_FOUND,NOT_FOUND
Live_Free_or_Die_(2006_film),Live Free or Die,Gregg Kavet,Gregg Kavet,United States
Live_Free_or_Die_Hard,Live Free or Die Hard,Len Wiseman,Mark Bomback,United States
"Live_Like_a_Cop,_Die_Like_a_Man","Live Like a Cop, Die Like a Man",Ruggero Deodato,Fernando Di Leo,Italy
Live_Nude_Girls,Live Nude Girls,Julianna Lavin,Julianna Lavin,United States
"Live_Once,_Die_Twice","Live Once, Die Twice",Stefan Pleszczynski,John Benjamin Martin,Canada
Live_Wire_(film),Live Wire,Christian Duguay (director),Bart Baker,United States
Live_Wires,Live Wires,Phil Karlson,Dore Schary|Tim Ryan (actor),NOT_FOUND
"Live_a_Little,_Love_a_Little","Live A Little, Love A Little",Norman Taurog,Michael A. Hoey,United States
Live_and_Become,Live and Become,Radu Mihaileanu,Radu Mihaileanu,France
Live_and_Let_Die_(film),Live and Let Die,Guy Hamilton,Tom Mankiewicz,United Kingdom
Live_and_Let_Live_(film),Live and Let Live,Marc Pierschel,Marc Pierschel,Germany
Live_by_Night_(film),Live by Night,Ben Affleck,Ben Affleck,United States
Live_from_Baghdad_(film),Live from Baghdad,Mick Jackson (director),John Patrick Shanley,United_States
Liverpool_(2012_film),Liverpool,Manon Briand,Manon Briand,Canada
Livid_(film),Livid,Julien Maury|Alexandre Bustillo,Julien Maury|Alexandre Bustillo,France
Living_&_Dying,Living & Dying,Jon Keeyes,Jon Keeyes,NOT_FOUND
Living_Dangerously_(film),Living Dangerously,Herbert Brenon,Reginald Simpson|Marjorie Deans|Geoffrey Kerr,United Kingdom
Living_Death_(film),Living Death,Lee Yong-joo,Lee Yong-joo,South_Korea
Living_Is_Easy_with_Eyes_Closed,Living Is Easy with Eyes Closed,David Trueba,David Trueba,Spain
Living_It_Up,Living It Up,Norman Taurog,Jack Rose (screenwriter)|Ben Hecht,United States
Living_Out_Loud,Living Out Loud,Richard LaGravenese,Richard LaGravenese,United States
Living_Proof_(film),Living Proof,Dan Ireland,NOT_FOUND,United States
Living_in_Bondage,Living in Bondage,Chris Obi Rapu,Kenneth Nnebue|Okechukwu Ogunjiofor,Nigeria
Living_in_Oblivion,Living in Oblivion,Tom DiCillo,Tom DiCillo,United States
Living_in_a_Big_Way,Living in a Big Way,Gregory La Cava,Gregory La Cava|Irving Ravetch,United States
Living_on_Love,Living on Love,Lew Landers,John K. Wells,United States
Living_with_Michael_Jackson,Living with Michael Jackson,Julie Shaw,NOT_FOUND,United Kingdom
Liz_&_Dick,Liz & Dick,Lloyd Kramer,NOT_FOUND,United States
Liza_(1972_film),Liza,Marco Ferreri,Marco Ferreri|Ennio Flaiano|Jean-Claude Carrière,Italy
Lizzie_(film),Lizzie,Hugo Haas,Shirley Jackson|Mel Dinelli,United States
Lo_(film),Lo,Travis Betz,Travis Betz,United States
Loaded_(2008_film),Loaded,Alan Pao,S.A. Lucerne|Kyle Kramer|Corey Large|Alan Pao,United States
Loaded_Weapon_1,Loaded Weapon 1,Gene Quintano,NOT_FOUND,United States
Loafer_(1973_film),Loafer,A. Bhimsingh,NOT_FOUND,India
Loafer_(2011_film),Loafer,Ashok Pati,Ashok Pati,India
Loafer_(2013_film),Loafer,Aditya Bikram Lamsal,Aditya Bikram Lamsal,Nepal
Loafer_(2015_film),Loafer,Puri Jagannadh,Puri Jagannadh,India
Loafing_and_Camouflage:_Sirens_in_the_Aegean,Loafing and Camouflage: Sirens in the Aegean,Nikos Perakis,Nikos Perakis,NOT_FOUND
Lobster_Man_from_Mars,Lobster Man From Mars,Stanley Sheff,Stanley Sheff,US
Lobster_for_Breakfast,Lobster for Breakfast,Giorgio Capitani,Laura Toscano|Franco Marotta,Italy
Local_Boys,Local Boys,NOT_FOUND,Norman Douglas Bradley,United States
Local_Color_(film),Local Color,George Gallo,George Gallo,United States
Local_Hero,Local Hero,Bill Forsyth,Bill Forsyth,United Kingdom
Loch_Ness_(film),Loch Ness,John Henderson (director),John Fusco,United Kingdom
Lock_Up_(film),Lock Up,John Flynn (director),Jeb Stuart (writer),United States
Lockdown_(2000_film),Lockdown,John Luessenhop,Preston A. Whitmore II,United States
Locke_(film),Locke,Steven Knight,Steven Knight,"* United Kingdom
* United States"
Locked_In_(film),Locked In,Suri Krishnamma,Suri Krishnamma,United States
Locked_Out_(film),Locked Out,Albert Dupontel,Albert Dupontel,France
Locker_13,Locker 13,Bruce Dellis|George Huang (director),Jose Rosete,United States
Lockout_(film),Lockout,NOT_FOUND,NOT_FOUND,France
Loft_(2005_film),Loft,Kiyoshi Kurosawa,Kiyoshi Kurosawa,Japan
Loft_(2008_film),Loft,Erik Van Looy,Bart De Pauw,Belgium
Loft_(2010_film),Loft,Antoinette Beumer,NOT_FOUND,Netherlands
Logan's_Run_(film),Logan's Run,Michael Anderson (director),David Zelag Goodman,United States
Logan's_War:_Bound_by_Honor,Logan's War: Bound by Honor,Michael Preece,Chuck Norris|Aaron Norris,United States
Logan_(film),Logan,James Mangold,Michael Green (writer),United States
Logan_Lucky,Logan Lucky,Steven Soderbergh,NOT_FOUND,NOT_FOUND
Loggerheads_(film),Loggerheads,Tim Kirkman,Caitlin Dixon|Tim Kirkman,United States
Logorama,Logorama,Hervé de Crécy|Ludovic Houplain|François Alaux,Hervé de Crécy|Gregory J. Pruss|Ludovic Houplain|François Alaux,France
Loins_of_Punjab_Presents,Loins of Punjab Presents,Manish Acharya,Anuvab Pal (comedian)|Manish Acharya,United States|India
Loitering_with_Intent_(film),Loitering with Intent,Adam Rapp,"* Ivan Martin
* Michael Godere",United_States
Lokmanya:_Ek_Yug_Purush,Lokmanya: Ek Yug Purush,Om Raut,Om Raut,India
Lola_(1961_film),Lola,Jacques Demy,Jacques Demy,France
Lola_(1969_film),Lola,Richard Donner,Norman Thaddeus Vane,United Kingdom|Italy
Lola_(1981_film),Lola,Rainer Werner Fassbinder,Pea Fröhlich|Rainer Werner Fassbinder|Peter Märthesheimer,West_Germany
Lola_Versus,Lola Versus,Daryl Wein,Zoe Lister-Jones|Daryl Wein,United States
Lola_und_Bilidikid,Lola and Billy the Kid,Kutluğ Ataman,Kutluğ Ataman,Germany
Lolita_(1962_film),Lolita,Stanley Kubrick,Vladimir Nabokov,"* United Kingdom
* United States"
Lolita_(1997_film),Lolita,Adrian Lyne,Stephen Schiff,"* United States
* France"
Lolly-Madonna_XXX,Lolly-Madonna XXX,Richard C. Sarafian,Sue Grafton,United States
Lolo_(film),Lolo,Julie Delpy,Julie Delpy,France
